Authors,Title,Year,Source title,Cited by
"Brangwynne C.P., Eckmann C.R., Courson D.S., Rybarska A., Hoege C., Gharakhani J., Jülicher F., Hyman A.A.",Germline P granules are liquid droplets that localize by controlled dissolution/condensation,2009,Science,584
"Rice S., Lin A.W., Safer D., Hart C.L., Naber N., Carragher B.O., Cain S.M., Pechatnikova E., Wilson-Kubalek E.M., Whittaker M., Pate E., Cooke R., Taylor E.W., Milligan R.A., Vale R.D.",A structural change in the kinesin motor protein that drives motility,1999,Nature,585
"Mougous J.D., Cuff M.E., Raunser S., Shen A., Zhou M., Gifford C.A., Goodman A.L., Joachimiak G., Ordoñez C.L., Lory S., Walz T., Joachimiak A., Mekalanos J.J.",A virulence locus of Pseudomonas aeruginosa encodes a protein secretion apparatus,2006,Science,586
"Abraham J., Abreu P., Aglietta M., Aguirre C., Allard D., Allekotte I., Allen J., Allison P., Alvarez C., Alvarez-Muñiz J., Ambrosio M., Anchordoqui L., Andringa S., Anzalone A., Aramo C., Argirò S., Arisaka K., Armengaud E., Arneodo F., Arqueros F., Asch T., Asorey H., Assis P., Atulugama B.S., Aublin J., Ave M., Avila G., Bäcker T., Badagnani D., Barbosa A.F., Barnhill D., Barroso S.L.C., Bauleo P., Beatty J., Beau T., Becker B.R., Becker K.H., Bellido J.A., BenZvi S., Berat C., Bergmann T., Bernardini P., Bertou X., Biermann P.L., Billoir P., Blanch-Bigas O., Blanco F., Blasi P., Bleve C., Blümer H., Boháčová M., Bonifazi C., Bonino R., Boratav M., Brack J., Brogueira P., Brown W.C., Buchholz P., Bueno A., Busca N.G., Caballero-Mora K.S., Cai B., Camin D.V., Caruso R., Carvalho W., Castellina A., Catalano O., Cataldi G., Cazón-Boado L., Cester R., Chauvin J., Chiavassa A., Chinellato J.A., Chou A., Chye J., Clark P.D.J., Clay R.W., Colombo E., Conceição R., Connolly B., Contreras F., Coppens J., Cordier A., Cotti U., Coutu S., Covault C.E., Creusot A., Cronin J., Dagoret-Campagne S., Daumiller K., Dawson B.R., De Almeida R.M., De Donato C., De Jong S.J., De La Vega G., De Mello Jr. W.J.M., De Mello Neto J.R.T., De Mitri I., De Souza V., Del Peral L., Deligny O., Della Selva A., Delle Fratte C., Dembinski H., Di Giulio C., Diaz J.C., Dobrigkeit C., D'Olivo J.C., Dornic D., Dorofeev A., Dos Anjos J.C., Dova M.T., D'Urso D., DuVernois M.A., Engel R., Epele L., Erdmann M., Escobar C.O., Etchegoyen A., Facal San Luis P., Falcke H., Farrar G., Fauth A.C., Fazzini N., Fernández A., Ferrer F., Ferry S., Fick B., Filevich A., Filipčič A., Fleck I., Fonte R., Fracchiolla C.E., Fulgione W., García B., García Gámez D., Garcia-Pinto D., Garrido X., Geenen H., Gelmini G., Gemmeke H., Ghia P.L., Giller M., Glass H., Gold M.S., Golup G., Gomez Albarracin F., Gómez Berisso M., Gómez Herrero R., Gonçalves P., Gonçalves Do Amaral M., Gonzalez D., Gonzalez J.G., González M., Góra D., Gorgi A., Gouffon P., Grassi V., Grillo A., Grunfeld C., Guardincerri Y., Guarino F., Guedes G.P., Gutiérrez J., Hague J.D., Hamilton J.C., Hansen P., Harari D., Harmsma S., Harton J.L., Haungs A., Hauschildt T., Healy M.D., Hebbeker T., Heck D., Hojvat C., Holmes V.C., Homola P., Hörandel J., Horneffer A., Horvat M., Hrabovský M., Huege T., Iarlori M., Insolia A., Ionita F., Italiano A., Kaducak M., Kampert K.H., Keilhauer B., Kemp E., Kieckhafer R.M., Klages H.O., Kleifges M., Kleinfeller J., Knapik R., Knapp J., Koang D.-H., Kopmann A., Krieger A., Krömer O., Kümpel D., Kunka N., Kusenko A., La Rosa G., Lachaud C., Lago B.L., Lebrun D., LeBrun P., Lee J., Leigui De Oliveira M.A., Letessier-Selvon A., Leuthold M., Lhenry-Yvon I., López R., Lopez Agüera A., Lozano Bahilo J., Maccarone M.C., Macolino C., Maldera S., Malek M., Mancarella G., Manceñido M.E., Mandat D., Mantsch P., Mariazzi A.G., Maris I.C., Martello D., Martínez J., Martínez Bravo O., Mathes H.J., Matthews J., Matthews J.A.J., Matthiae G., Maurizio D., Mazur P.O., McCauley T., McEwen M., McNeil R.R., Medina M.C., Medina-Tanco G., Meli A., Melo D., Menichetti E., Menschikov A., Meurer Chr., Meyhandan R., Micheletti M.I., Miele G., Miller W., Mollerach S., Monasor M., Monnier Ragaigne D., Montanet F., Morales B., Morello C., Moreno E., Moreno J.C., Morris C., Mostafá M., Muller M.A., Mussa R., Navarra G., Navarro J.L., Navas S., Nellen L., Newman-Holmes C., Newton D., Nguyen Thi T., Nierstenhöfer N., Nitz D., Nosek D., Nožka L., Oehlschläger J., Ohnuki T., Olinto A., Olmos-Gilbaja V.M., Ortiz M., Ostapchenko S., Otero L., Pakk Selmi-Dei D., Palatka M., Pallotta J., Parente G., Parizot E., Parlati S., Pastor S., Patel M., Paul T., Pavlidou V., Payet K., Pech M., Pȩkala J., Pelayo R., Pepe I.M., Perrone L., Petrera S., Petrinca P., Petrov Y., Ngoc D., Ngoc D., Pham Thi T.N., Pichel A., Piegaia R., Pierog T., Pimenta M., Pinto T., Pirronello V., Pisanti O., Platino M., Pochon J., Porter T.A., Privitera P., Prouza M., Quel E.J., Rautenberg J., Reucroft S., Revenu B., Rezende F.A.S., Řídký J., Riggi S., Risse M., Rivière C., Rizi V., Roberts M., Robledo C., Rodriguez G., Rodríguez Frías D., Rodriguez Martino J., Rodriguez Rojo J., Rodriguez-Cabo I., Ros G., Rosado J., Roth M., Rouillé-D'Orfeuil B., Roulet E., Rovero A.C., Salamida F., Salazar H., Salina G., Sánchez F., Santander M., Santo C.E., Santos E.M., Sarazin F., Sarkar S., Sato R., Scherini V., Schieler H., Schmidt F., Schmidt T., Scholten O., Schovánek P., Schüssler F., Sciutto S.J., Scuderi M., Segreto A., Semikoz D., Settimo M., Shellard R.C., Sidelnik I., Siffert B.B., Sigl G., Smetniansky De Grande N., Smiałkowski A., Šmída R., Smith A.G.K., Smith B.E., Snow G.R., Sokolsky P., Sommers P., Sorokin J., Spinka H., Squartini R., Strazzeri E., Stutz A., Suarez F., Suomijärvi T., Supanitsky A.D., Sutherland M.S., Swain J., Szadkowski Z., Takahashi J., Tamashiro A., Tamburro A., Taşcǎu O., Tcaciuc R., Thomas D., Ticona R., Tiffenberg J., Timmermans C., Tkaczyk W., Todero Peixoto C.J., Tomé B., Tonachini A., Torresi D., Travnicek P., Tripathi A., Tristram G., Tscherniakhovski D., Tueros M., Tunnicliffe V., Ulrich R., Unger M., Urban M., Valdés Galicia J.F., Valiño I., Valore L., Van Den Berg A.M., Van Elewyck V., Vázquez R.A., Veberič D., Veiga A., Velarde A., Venters T., Verzi V., Videla M., Villaseñor L., Vorobiov S., Voyvodic L., Wahlberg H., Wainberg O., Waldenmaier T., Walker P., Warner D., Watson A.A., Westerhoff S., Wieczorek G., Wiencke L., Wilczyńska B., Wilczyński H., Wileman C., Winnick M.G., Wu H., Wundheiler B., Xu J., Yamamoto T., Younk P., Zas E., Zavrtanik D., Zavrtanik M., Zech A., Zepeda A., Ziolkowski M.",Correlation of the highest-energy cosmic rays with nearby extragalactic objects,2007,Science,589
"Li M., Ona V.O., Guégan C., Chen M., Jackson-Lewis V., Andrews L.J., Olszewski A.J., Stieg P.E., Lee J.-P., Przedborski S., Friedlander R.M.",Functional role of caspase-1 and caspase-3 in an ALS transgenic mouse model,2000,Science,592
"Dinsdale E.A., Edwards R.A., Hall D., Angly F., Breitbart M., Brulc J.M., Furlan M., Desnues C., Haynes M., Li L., McDaniel L., Moran M.A., Nelson K.E., Nilsson C., Olson R., Paul J., Brito B.R., Ruan Y., Swan B.K., Stevens R., Valentine D.L., Thurber R.V., Wegley L., White B.A., Rohwer F.",Functional metagenomic profiling of nine biomes,2008,Nature,600
"Cooley J., Ahmed Z., Akerib D.S., Arrenberg S., Bailey C.N., Balakishiyeva D., Baudis L., Bauer D.A., Brink P.L., Bruch T., Bunker R., Cabrera B., Caldwell D.O., Cushman P., Daal M., Dejongh F., Dragowsky M.R., Duong L., Fallows S., Figueroa-Feliciano E., Filippini J., Fritts M., Golwala S.R., Grant D.R., Hall J., Hennings-Yeomans R., Hertel S.A., Holmgren D., Hsu L., Huber M.E., Kamaev O., Kiveni M., Kos M., Leman S.W., Mahapatra R., Mandic V., McCarthy K.A., Mirabolfathi N., Moore D., Nelson H., Ogburn R.W., Phipps A., Pyle M., Oiu X., Ramberg E., Rau W., Resetter A., Saab T., Sadoulet B., Sander J., Schnee R.W., Seitz D.N., Serfass B., Sundqvist K.M., Tarka M., Wikus P., Yellin S., Yoo J., Young B.A., Zhang J.",Dark matter search results from the CDMS il experiment,2010,Science,602
"Shindell D., Kuylenstierna J.C.I., Vignati E., Van Dingenen R., Amann M., Klimont Z., Anenberg S.C., Muller N., Janssens-Maenhout G., Raes F., Schwartz J., Faluvegi G., Pozzoli L., Kupiainen K., Höglund-Isaksson L., Emberson L., Streets D., Ramanathan V., Hicks K., Oanh N.T.K., Milly G., Williams M., Demkine V., Fowler D.",Simultaneously mitigating near-term climate change and improving human health and food security,2012,Science,603
"Macfarlane R.J., Lee B., Jones M.R., Harris N., Schatz G.C., Mirkin C.A.",Nanoparticle superlattice engineering with DNA,2011,Science,607
"Mack M.C., Schuur E.A.G., Bret-Harte M.S., Shaver G.R., Chapin III F.S.",Ecosystem carbon storage in arctic tundra reduce by long-term nutrient fertilization,2004,Nature,607
"De Smaele E., Zazzeroni F., Papa S., Nguyen D.U., Jin R., Jones J., Cong R., Franzoso G.",Induction of gadd4β by NF-κB downregulates pro-apoptotic JNK signalling,2001,Nature,611
Sereno P.C.,The evolution of dinosaurs,1999,Science,615
"Spranger S., Bao R., Gajewski T.F.",Melanoma-intrinsic β-catenin signalling prevents anti-tumour immunity,2015,Nature,618
"Mao W.L., Mao H.-K., Goncharov A.F., Struzhkin V.V., Guo Q., Hu J., Hu J., Hemley R.J., Somayazulu M., Zhao Y.",Hydrogen clusters in clathrate hydrate,2002,Science,620
"Tang G., Minemoto Y., Dibling B., Purcell N.H., Li Z., Karin M., Lin A.",Inhibition of JNK activation through NF-κB target genes,2001,Nature,622
"Huber J.A., Mark Welch D.B., Morrison H.G., Huse S.M., Neal P.R., Butterfield D.A., Sogin M.L.",Microbial population structures in the deep marine biosphere,2007,Science,623
"Wang X., Lu Z., Gomez A., Hon G.C., Yue Y., Han D., Fu Y., Parisien M., Dai Q., Jia G., Ren B., Pan T., He C.",N 6-methyladenosine-dependent regulation of messenger RNA stability,2014,Nature,636
"Falush D., Wirth T., Linz B., Pritchard J.K., Stephens M., Kidd M., Blaser M.J., Graham D.Y., Vacher S., Perez-Perez G.I., Yamaoka Y., Mégraud F., Otto K., Reichard U., Katzowitsch E., Wang X., Achtman M., Suerbaum S.",Traces of human migrations in Helicobacter pylori populations,2003,Science,637
"Boehr D.D., McElheny D., Dyson H.J., Wrightt P.E.",The dynamic energy landscape of dihydrofolate reductase catalysis,2006,Science,644
"MacArthur D.G., Manolio T.A., Dimmock D.P., Rehm H.L., Shendure J., Abecasis G.R., Adams D.R., Altman R.B., Antonarakis S.E., Ashley E.A., Barrett J.C., Biesecker L.G., Conrad D.F., Cooper G.M., Cox N.J., Daly M.J., Gerstein M.B., Goldstein D.B., Hirschhorn J.N., Leal S.M., Pennacchio L.A., Stamatoyannopoulos J.A., Sunyaev S.R., Valle D., Voight B.F., Winckler W., Gunter C.",Guidelines for investigating causality of sequence variants in human disease,2014,Nature,653
"Mullighan C.G., Miller C.B., Radtke I., Phillips L.A., Dalton J., Ma J., White D., Hughes T.P., Le Beau M.M., Pui C.-H., Relling M.V., Shurtleff S.A., Downing J.R.",BCR-ABL1 lymphoblastic leukaemia is characterized by the deletion of Ikaros,2008,Nature,657
"MacArthur D.G., Balasubramanian S., Frankish A., Huang N., Morris J., Walter K., Jostins L., Habegger L., Pickrell J.K., Montgomery S.B., Albers C.A., Zhang Z.D., Conrad D.F., Lunter G., Zheng H., Ayub Q., DePristo M.A., Banks E., Hu M., Handsaker R.E., Rosenfeld J.A., Fromer M., Jin M., Mu X.J., Khurana E., Ye K., Kay M., Saunders G.I., Suner M.-M., Hunt T., Barnes I.H.A., Amid C., Carvalho-Silva D.R., Bignell A.H., Snow C., Yngvadottir B., Bumpstead S., Cooper D.N., Xue Y., Romero I.G., Wang J., Li Y., Gibbs R.A., McCarroll S.A., Dermitzakis E.T., Pritchard J.K., Barrett J.C., Harrow J., Hurles M.E., Gerstein M.B., Tyler-Smith C.",A systematic survey of loss-of-function variants in human protein-coding genes,2012,Science,658
"Kovalenko M.V., Scheele M., Talapinl D.V.",Colloidal nanocrystals with molecular metal chalcogenide surface ligands,2009,Science,668
"Gross C., Zhuang X., Stark K., Ramboz S., Oosting R., Kirby L., Santarelli L., Beck S., Hen R.",Serotonin1A receptor acts during development to establish normal anxiety-like behaviour in the adult,2002,Nature,676
"Takasugi N., Tomita T., Hayashi I., Tsuruoka M., Niimura M., Takahashi Y., Thinakaran G., Iwatsubo T.",The role of presenilin cofactors in the γ-secratase complex,2003,Nature,692
"Mannix A.J., Zhou X.-F., Kiraly B., Wood J.D., Alducin D., Myers B.D., Liu X., Fisher B.L., Santiago U., Guest J.R., Yacaman M.J., Ponce A., Oganov A.R., Hersam M.C., Guisinger N.P.","Synthesis of borophenes: Anisotropic, two-dimensional boron polymorphs",2015,Science,694
"Goulielmakis E., Loh Z.-H., Wirth A., Santra R., Rohringer N., Yakovlev V.S., Zherebtsov S., Pfeifer T., Azzeer A.M., Kling M.F., Leone S.R., Krausz F.",Real-time observation of valence electron motion,2010,Nature,702
"Kraemer T., Mark M., Waldburger P., Danzl J.G., Chin C., Engeser B., Lange A.D., Pilch K., Jaakkola A., Nägerl H.-C., Grimm R.",Evidence for Efimov quantum states in an ultracold gas of caesium atoms,2006,Nature,702
"Novembre J., Johnson T., Bryc K., Kutalik Z., Boyko A.R., Auton A., Indap A., King K.S., Bergmann S., Nelson M.R., Stephens M., Bustamante C.D.",Genes mirror geography within Europe,2008,Nature,705
"Mulholland P.J., Helton A.M., Poole G.C., Hall Jr. R.O., Hamilton S.K., Peterson B.J., Tank J.L., Ashkenas L.R., Cooper L.W., Dahm C.N., Dodds W.K., Findlay S.E.G., Gregory S.V., Grimm N.B., Johnson S.L., McDowell W.H., Meyer J.L., Valett H.M., Webster J.R., Arango C.P., Beaulieu J.J., Bernot M.J., Burgin A.J., Crenshaw C.L., Johnson L.T., Niederlehner B.R., O'Brien J.M., Potter J.D., Sheibley R.W., Sobota D.J., Thomas S.M.",Stream denitrification across biomes and its response to anthropogenic nitrate loading,2008,Nature,713
"Allen A.S., Berkovic S.F., Cossette P., Delanty N., Dlugos D., Eichler E.E., Epstein M.P., Glauser T., Goldstein D.B., Han Y., Heinzen E.L., Hitomi Y., Howell K.B., Johnson M.R., Kuzniecky R., Lowenstein D.H., Lu Y.-F., Madou M.R.Z., Marson A.G., Mefford H.C., Esmaeeli Nieh S., O'Brien T.J., Ottman R., Petrovski S., Poduri A., Ruzzo E.K., Scheffer I.E., Sherr E.H., Yuskaitis C.J., Abou-Khalil B., Alldredge B.K., Bautista J.F., Boro A., Cascino G.D., Consalvo D., Crumrine P., Devinsky O., Fiol M., Fountain N.B., French J., Friedman D., Geller E.B., Glynn S., Haut S.R., Hayward J., Helmers S.L., Joshi S., Kanner A., Kirsch H.E., Knowlton R.C., Kossoff E.H., Kuperman R., McGuire S.M., Motika P.V., Novotny E.J., Paolicchi J.M., Parent J.M., Park K., Shellhaas R.A., Shih J.J., Singh R., Sirven J., Smith M.C., Sullivan J., Lin Thio L., Venkat A., Vining E.P.G., Von Allmen G.K., Weisenberg J.L., Widdess-Walsh P., Winawer M.R.",De novo mutations in epileptic encephalopathies,2013,Nature,719
"Alley R.B., Marotzke J., Nordhaus W.D., Overpeck J.T., Peteet D.M., Pietke Jr. R.A., Pierrehumbert R.T., Rhines P.B., Stocker T.F., Tattey L.D., Wallace J.M.",Abrupt climate change,2003,Science,720
"Serio T.R., Cashikar A.G., Kowal A.S., Sawicki G.J., Moslehi J.J., Serpell L., Arnsdorf M.F., Lindquist S.L.",Nucleated conformational conversion and the replication of conformational information by a prion determinant,2000,Science,725
"Sivan A., Corrales L., Hubert N., Williams J.B., Aquino-Michaels K., Earley Z.M., Benyamin F.W., Lei Y.M., Jabri B., Alegre M.-L., Chang E.B., Gajewski T.F.",Commensal Bifidobacterium promotes antitumor immunity and facilitates anti-PD-L1 efficacy,2015,Science,726
"Marcheva B., Ramsey K.M., Buhr E.D., Kobayashi Y., Su H., Ko C.H., Ivanova G., Omura C., Mo S., Vitaterna M.H., Lopez J.P., Philipson L.H., Bradfield C.A., Crosby S.D., Jebailey L., Wang X., Takahashi J.S., Bass J.",Disruption of the clock components CLOCK and BMAL1 leads to hypoinsulinaemia and diabetes,2010,Nature,732
"Sun Z., Arendt C.W., Ellmeier W., Schaeffer E.M., Sunshine M.J., Gandhl L., Annes J., Petrzilka D., Kupfer A., Schwartzberg P.L., Littman D.R.",PKC-θ is required for TCR-induced NF-κB activation in mature but not immature T lymphocytes,2000,Nature,743
"Round J.L., Lee S.M., Li J., Tran G., Jabri B., Chatila T.A., Mazmanian S.K.",The toll-like receptor 2 pathway establishes colonization by a commensal of the human microbiota,2011,Science,753
"Roy S., Ernst J., Kharchenko P.V., Kheradpour P., Negre N., Eaton M.L., Landolin J.M., Bristow C.A., Ma L., Lin M.F., Washietl S., Arshinoff B.I., Ay F., Meyer P.E., Robine N., Washington N.L., Di Stefano L., Berezikov E., Brown C.D., Candeias R., Carlson J.W., Carr A., Jungreis I., Marbach D., Sealfon R., Tolstorukov M.Y., Will S., Alekseyenko A.A., Artieri C., Booth B.W., Brooks A.N., Dai Q., Davis C.A., Duff M.O., Feng X., Gorchakov A.A., Gu T., Henikoff J.G., Kapranov P., Li R., MacAlpine H.K., Malone J., Minoda A., Nordman J., Okamura K., Perry M., Powell S.K., Riddle N.C., Sakai A., Samsonova A., Sandler J.E., Schwartz Y.B., Sher N., Spokony R., Sturgill D., van Baren M., Wan K.H., Yang L., Yu C., Feingold E., Good P., Guyer M., Lowdon R., Ahmad K., Andrews J., Berger B., Brenner S.E., Brent M.R., Cherbas L., Elgin S.C.R., Gingeras T.R., Grossman R., Hoskins R.A., Kaufman T.C., Kent W., Kuroda M.I., Orr-Weaver T., Perrimon N., Pirrotta V., Posakony J.W., Ren B., Russell S., Cherbas P., Graveley B.R., Lewis S., Micklem G., Oliver B., Park P.J., Celniker S.E., Henikoff S., Karpen G.H., Lai E.C., MacAlpine D.M., Stein L.D., White K.P., Kellis M., Booth B., Samsonova A.A., Comstock C.L.G., Dobin A., Drenkow J., Dudoit S., Dumais J., Fagegaltier D., Ghosh S., Hansen K.D., Jha S., Langton L., Lin W., Miller D., Tenney A.E., Wang H., Willingham A.T., Zaleski C., Zhang D., Acevedo D., Bishop E.P., Gadel S.E., Jung Y.L., Kennedy C.D., Lee O.-K., Linder-Basso D., Marchetti S.E., Shanower G., Nègre N., Grossman R.L., Auburn R., Bellen H.J., Chen J., Domanus M.H., Hanley D., Heinz E., Li Z., Meyer F., Miller S.W., Morrison C.A., Scheftner D.A., Senderowicz L., Shah P.K., Suchy S., Tian F., Venken K.J.T., White R., Wilkening J., Zieba J., Nordman J.T., Orr-Weaver T.L., DeNapoli L.C., Ding Q., Eng T., Kashevsky H., Li S., Prinz J.A., Hannon G.J., Hirst M., Marra M., Rooks M., Zhao Y., Bryson T.D., Perry M.D., Kent W.J., Lewis S.E., Barber G., Chateigner A., Clawson H., Contrino S., Guillier F., Hinrichs A.S., Kephart E.T., Lloyd P., Lyne R., McKay S., Moore R.A., Mungall C., Rutherford K.M., Ruzanov P., Smith R., Stinson E.O., Zha Z., Artieri C.G., Malone J.H., Jiang L., Mattiuzzo N., Feingold E.A., Good P.J., Guyer M.S., Lowdon R.F.",Identification of functional elements and regulatory circuits by Drosophila modENCODE,2010,Science,755
"Dacey D.M., Liao H.-W., Peterson B.B., Robinson F.R., Smith V.C., Pokomy J., Yau K.-W., Gamlin P.D.",Melanopsin-expressing ganglion cells in primate retina signal colour and irradiance and project to the LGN,2005,Nature,756
"Pennacchio L.A., Ahituv N., Moses A.M., Prabhakar S., Nobrega M.A., Shoukry M., Minovitsky S., Dubchak I., Holt A., Lewis K.D., Plajzer-Frick I., Akiyama J., De Val S., Afzal V., Black B.L., Couronne O., Eisen M.B., Visel A., Rubin E.M.",In vivo enhancer analysis of human conserved non-coding sequences,2006,Nature,761
"Lopes W.A., Jaeger H.M.",Hierarchical self-assembly of metal nanostructures on diblock copolymer scaffolds,2001,Nature,767
"Zhou D., Mattner J., Cantu III C., Schrantz N., Yin N., Gao Y., Sagiv Y., Hudspeth K., Wu Y.-P., Yamashita T., Teneberg S., Wang D., Proia R.L., Levery S.B., Savage P.B., Teyton L., Bendelac A.",Lysosomal glycosphingolipid recognition by NKT cells,2004,Science,776
"Okada Y., Wu D., Trynka G., Raj T., Terao C., Ikari K., Kochi Y., Ohmura K., Suzuki A., Yoshida S., Graham R.R., Manoharan A., Ortmann W., Bhangale T., Denny J.C., Carroll R.J., Eyler A.E., Greenberg J.D., Kremer J.M., Pappas D.A., Jiang L., Yin J., Ye L., Su D.-F., Yang J., Xie G., Keystone E., Westra H.-J., Esko T., Metspalu A., Zhou X., Gupta N., Mirel D., Stahl E.A., Diogo D., Cui J., Liao K., Guo M.H., Myouzen K., Kawaguchi T., Coenen M.J.H., Van Riel P.L.C.M., Van De Laar M.A.F.J., Guchelaar H.J., Huizinga T.W.J., Dieudé P., Mariette X., Bridges Jr. S.L., Zhernakova A., Toes R.E.M., Tak P.P., Miceli-Richard C., Bang S.-Y., Lee H.-S., Martin J., Gonzalez-Gay M.A., Rodriguez-Rodriguez L., Rantapää-Dahlqvist S., Ärlestig L., Choi H.K., Kamatani Y., Galan P., Lathrop M., Eyre S., Bowes J., Barton A., De Vries N., Moreland L.W., Criswell L.A., Karlson E.W., Taniguchi A., Yamada R., Kubo M., Liu J.S., Bae S.-C., Worthington J., Padyukov L., Klareskog L., Gregersen P.K., Raychaudhuri S., Stranger B.E., De Jager P.L., Franke L., Visscher P.M., Brown M.A., Yamanaka H., Mimori T., Takahashi A., Xu H., Behrens T.W., Siminovitch K.A., Momohara S., Matsuda F., Yamamoto K., Plenge R.M.",Genetics of rheumatoid arthritis contributes to biology and drug discovery,2014,Nature,787
"Pickrell J.K., Marioni J.C., Pai A.A., Degner J.F., Engelhardt B.E., Nkadori E., Veyrieras J.-B., Stephens M., Gilad Y., Pritchard J.K.",Understanding mechanisms underlying human gene expression variation with RNA sequencing,2010,Nature,790
"Blankenship R.E., Tiede D.M., Barber J., Brudvig G.W., Fleming G., Ghirardi M., Gunner M.R., Junge W., Kramer D.M., Melis A., Moore T.A., Moser C.C., Nocera D.G., Nozik A.J., Ort D.R., Parson W.W., Prince R.C., Sayre R.T.",Comparing photosynthetic and photovoltaic efficiencies and recognizing the potential for improvement,2011,Science,796
"Lin Y., Böker A., He J., Sill K., Xiang H., Abetz C., Li X., Wang J., Emrick T., Long S., Wang Q., Balazs A., Russell T.P.",Self-directed self-assembly of nanoparticle/copolymer mixtures,2005,Nature,797
"Subbaraman R., Tripkovic D., Strmcnik D., Chang K.-C., Uchimura M., Paulikas A.P., Stamenkovic V., Markovic N.M.",Enhancing hydrogen evolution activity in water splitting by tailoring Li+-Ni(OH)2-Pt interfaces,2011,Science,797
"Fong D.D., Stephenson G.B., Streiffer S.K., Eastman J.A., Aucielo O., Fuoss P.H., Thompson C.",Ferroelectricity in ultrathin perovskite films,2004,Science,808
"Melillo J.M., Steudler P.A., Aber J.D., Newkirk K., Lux H., Bowles F.P., Catricala C., Magill A., Ahrens T., Morrisseau S.",Soil warming and carbon-cycle feedbacks to the climate system,2002,Science,813
"Lister R., Mukamel E.A., Nery J.R., Urich M., Puddifoot C.A., Johnson N.D., Lucero J., Huang Y., Dwork A.J., Schultz M.D., Yu M., Tonti-Filippini J., Heyn H., Hu S., Wu J.C., Rao A., Esteller M., He C., Haghighi F.G., Sejnowski T.J., Behrens M.M., Ecker J.R.",Global epigenomic reconfiguration during mammalian brain development,2013,Science,822
"Kleypas J.A., Buddemeier R.W., Archer D., Gattuso J.-P., Langdon C., Opdyke B.N.",Geochemical consequences of increased atmospheric carbon dioxide on coral reefs,1999,Science,833
"Gibbs R.A., Rogers J., Katze M.G., Bumgarner R., Weinstock G.M., Mardis E.R., Remington K.A., Strausberg R.L., Venter J.C., Wilson R.K., Batzer M.A., Bustamante C.D., Eichler E.E., Hahn M.W., Hardison R.C., Makova K.D., Miller W., Milosavljevic A., Palermo R.E., Siepel A., Sikela J.M., Attaway T., Bell S., Bernard K.E., Buhay C.J., Chandrabose M.N., Dao M., Davis C., Delehaunty K.D., Ding Y., Dinh H.H., Dugan-Rocha S., Fulton L.A., Gabisi R.A., Garner T.T., Godfrey J., Hawes A.C., Hernandez J., Hines S., Holder M., Hume J., Jhangiani S.N., Joshi V., Khan Z.M., Kirkness E.F., Cree A., Fowler R.G., Lee S., Lewis L.R., Li Z., Liu Y.-S., Moore S.M., Muzny D., Nazareth L.V., Dinh N.N., Okwuonu G.O., Pai G., Parker D., Paul H.A., Pfannkoch C., Pohl C.S., Rogers Y.-H., Ruiz S.J., Sabo A., Santibanez J., Schneider B.W., Smith S.M., Sodergren E., Svatek A.F., Utterback T.R., Vattathil S., Warren W., White C.S., Chinwalla A.T., Feng Y., Halpern A.L., Hillier L.W., Huang X., Minx P., Nelson J.O., Pepin K.H., Qin X., Sutton G.G., Venter E., Walenz B.P., Wallis J.W., Worley K.C., Yang S.-P., Jones S.M., Marra M.A., Rocchi M., Schein J.E., Baertsch R., Clarke L., Csürös M., Glasscock J., Harris R.A., Havlak P., Jackson A.R., Jiang H., Liu Y., Messina D.N., Shen Y., Song H.X.-Z., Wylie T., Zhang L., Birney E., Han K., Konkel M.K., Lee J., Smit A.F.A., Ullmer B., Wang H., Xing J., Burhans R., Cheng Z., Karro J.E., Ma J., Raney B., She X., Cox M.J., Demuth J.P., Dumas L.J., Han S.-G., Hopkins J., Karimpour-Fard A., Kim Y.H., Pollack J.R., Vinar T., Addo-Quaye C., Degenhardt J., Denby A., Hubisz M.J., Indap A., Kosiol C., Lahn B.T., Lawson H.A., Marklein A., Nielsen R., Vallender E.J., Clark A.G., Ferguson B., Hernandez R.D., Hirani K., Kehrer-Sawatzki H., Kolb J., Patil S., Pu L.-L., Ren Y., Smith D.G., Wheeler D.A., Schenck I., Ball E.V., Chen R., Cooper D.N., Giardine B., Hsu F., Kent W.J., Lesk A., Nelson D.L., O'Brien W.E., Prüfer K., Stenson P.D., Wallace J.C., Ke H., Liu X.-M., Wang P., Xiang A.P., Yang F., Barber G.P., Haussler D., Karolchik D., Kern A.D., Kuhn R.M., Smith K.E., Zwieg A.S.",Evolutionary and biomedical insights from the rhesus macaque genome,2007,Science,834
"Mattner J., DeBord K.L., Ismail N., Goff R.D., Cantu III C., Zhou D., Saint-Mezard P., Wang V., Gao Y., Yin N., Hoebe K., Schneewind O., Walker D., Beutler B., Teyton L., Savage P.B., Bendelac A.",Exogenous and endogenous glycolipid antigens activate NKT cells during microbial infections,2005,Nature,866
"Queitsch C., Sangstert T.A., Lindquist S.",Hsp90 as a capacitor of phenotypic variation,2002,Nature,891
