Authors,Title,Year,Source title,Cited by
"Dimaio F., Terwilliger T.C., Read R.J., Wlodawer A., Oberdorfer G., Wagner U., Valkov E., Alon A., Fass D., Axelrod H.L., Das D., Vorobiev S.M., Iwaï H., Pokkuluri P.R., Baker D.",Improved molecular replacement by density- and energy-guided protein structure optimization,2011,Nature,158
"Liu J.-J., Lindquist S.",Oligopeptide-repeat expansions modulate 'protein-only' inheritance in yeast,1999,Nature,158
"Shao W., Zhang S.-Z., Tang M., Zhang X.-H., Zhou Z., Yin Y.-Q., Zhou Q.-B., Huang Y.-Y., Liu Y.-J., Wawrousek E., Chen T., Li S.-B., Xu M., Zhou J.-N., Hu G., Zhou J.-W.",Suppression of neuroinflammation by astrocytic dopamine D2 receptors via αb-crystallin,2013,Nature,158
"Tian D., Wang Q., Zhang P., Araki H., Yang S., Kreitman M., Nagylaki T., Hudson R., Bergelson J., Chen J.-Q.",Single-nucleotide mutation rate increases close to insertions/deletions in eukaryotes,2008,Nature,158
"Downing A.L., Leibold M.A.",Ecosystem consequences of species richness and composition in pond food webs,2002,Nature,159
"Ho J.W.K., Jung Y.L., Liu T., Alver B.H., Lee S., Ikegami K., Sohn K.-A., Minoda A., Tolstorukov M.Y., Appert A., Parker S.C.J., Gu T., Kundaje A., Riddle N.C., Bishop E., Egelhofer T.A., Hu S.S., Alekseyenko A.A., Rechtsteiner A., Asker D., Belsky J.A., Bowman S.K., Chen Q.B., Chen R.A.-J., Day D.S., Dong Y., Dose A.C., Duan X., Epstein C.B., Ercan S., Feingold E.A., Ferrari F., Garrigues J.M., Gehlenborg N., Good P.J., Haseley P., He D., Herrmann M., Hoffman M.M., Jeffers T.E., Kharchenko P.V., Kolasinska-Zwierz P., Kotwaliwale C.V., Kumar N., Langley S.A., Larschan E.N., Latorre I., Libbrecht M.W., Lin X., Park R., Pazin M.J., Pham H.N., Plachetka A., Qin B., Schwartz Y.B., Shoresh N., Stempor P., Vielle A., Wang C., Whittle C.M., Xue H., Kingston R.E., Kim J.H., Bernstein B.E., Dernburg A.F., Pirrotta V., Kuroda M.I., Noble W.S., Tullius T.D., Kellis M., MacAlpine D.M., Strome S., Elgin S.C.R., Liu X.S., Lieb J.D., Ahringer J., Karpen G.H., Park P.J.",Comparative analysis of metazoan chromatin organization,2014,Nature,159
"Readhead A.C.S., Myers S.T., Pearson T.J., Sievers J.L., Mason B.S., Contaldi C.R., Bond J.R., Bustos R., Altamirano P., Achermann C., Bronfman L., Cartstrom J.E., Cartwright J.K., Casassus S., Dickinson C., Holzapfel W.L., Kovac J.M., Leitch E.M., May J., Padin S., Pogosyan D., Pospieszalski M., Pryke C., Reeves R., Shepherd M.C., Torres S.",Polarization observations with the cosmic background imager,2004,Science,159
"Mao W.L., Mao H.-K., Sturhahn W., Zhao J., Prakapenka V.B., Meng Y., Shu J., Fei Y., Hemley R.J.",Iron-rich post-perovskite and the origin of ultralow-velocity zones,2006,Science,160
"Westneat M.W., Betz O., Blob R.W., Fezzaa K., Cooper W.J., Lee W.-K.",Tracheal respiration in insects visualized with synchrotron x-ray imaging,2003,Science,161
"Lénárt P., Bacher C.P., Daigle N., Hand A.R., Eils R., Terasaki M., Ellenberg J.",A contractile nuclear actin network drives chromosome congression in oocytes,2005,Nature,162
"Mitrović V.F., Sigmund E.E., Eschrig M., Bachman H.N., Halperin W.P., Reyes A.P., Kuhns P., Moulton W.G.",Spatially resolved electronic structure inside and outside the vortex cores of a high-temperature superconductor,2001,Nature,162
"Premi S., Wallisch S., Mano C.M., Weiner A.B., Bacchiocchi A., Wakamatsu K., Bechara E.J.H., Halaban R., Douki T., Brash D.E.",Chemiexcitation of melanin derivatives induces DNA photoproducts long after UV exposure,2015,Science,162
"Flot J.-F., Hespeels B., Li X., Noel B., Arkhipova I., Danchin E.G.J., Hejnol A., Henrissat B., Koszul R., Aury J.-M., Barbe V., Barthélémy R.-M., Bast J., Bazykin G.A., Chabrol O., Couloux A., Da Rocha M., Da Silva C., Gladyshev E., Gouret P., Hallatschek O., Hecox-Lea B., Labadie K., Lejeune B., Piskurek O., Poulain J., Rodriguez F., Ryan J.F., Vakhrusheva O.A., Wajnberg E., Wirth B., Yushenova I., Kellis M., Kondrashov A.S., Welch D.B.M., Pontarotti P., Weissenbach J., Wincker P., Jaillon O., Van Doninck K.",Genomic evidence for ameiotic evolution in the bdelloid rotifer Adineta vaga,2013,Nature,163
"Desnues C., Rodriguez-Brito B., Rayhawk S., Kelley S., Tran T., Haynes M., Liu H., Furlan M., Wegley L., Chau B., Ruan Y., Hall D., Angly F.E., Edwards R.A., Li L., Thurber R.V., Reid R.P., Siefert J., Souza V., Valentine D.L., Swan B.K., Breitbart M., Rohwer F.",Biodiversity and biogeography of phages in modern stromatolites and thrombolites,2008,Nature,164
"Glasmacher E., Agrawal S., Chang A.B., Murphy T.L., Zeng W., Lugt B.V., Khan A.A., Ciofani M., Spooner C.J., Rutz S., Hackney J., Nurieva R., Escalante C.R., Ouyang W., Littman D.R., Murphy K.M., Singh H.",A genomic regulatory element that directs assembly and function of immune-specific AP-1 - IRF complexes,2012,Science,164
"Jang J., Ferguson D.G., Vakaryuk V., Budakian R., Chung S.B., Goldbart P.M., Maeno Y.",Observation of half-height magnetization steps in Sr2RuO 4,2011,Science,164
"Reiter N.J., Osterman A., Torres-Larios A., Swinger K.K., Pan T., Mondragón A.",Structure of a bacterial ribonuclease P holoenzyme in complex with tRNA,2010,Nature,164
"Torres-Larios A., Swinger K.K., Krasilnikov A.S., Pan T., Mondragón A.",Crystal structure of the RNA component of bacterial ribonuclease P,2005,Nature,164
"Dwyer G., Dushoff J., Yee S.K.",The combined effects of pathogens and predators on insect outbreaks,2004,Nature,165
"Irvine W.T.M., Vitelli V., Chaikin P.M.",Pleats in crystals on curved surfaces,2010,Nature,165
"Hung C.-L., Zhang X., Gemelke N., Chin C.",Observation of scale invariance and universality in two-dimensional Bose gases,2011,Nature,166
"Martinez R.N., Sereno P.C., Alcober O.A., Colombi C.E., Renne P.R., Montañez I.P., Currie B.S.",A basal dinosaur from the dawn of the dinosaur era in southwestern pangaea,2011,Science,167
"Acciari V.A., Aliu E., Arlen T., Aune T., Bautista M., Beilicke M., Benbow W., Boltuch D., Bradbury S.M., Buckley J.H., Bugaev V., Byrum K., Cannon A., Celik O., Cesarini A., Chow Y.C., Ciupik L., Cogan P., Colin P., Cui W., Dickherber R., Duke C., Fegan S.J., Finley J.P., Finnegan G., Fortin P., Fortson L., Furniss A., Galante N., Gall D., Gibbs K., Gillanders G.H., Godambe S., Grube J., Guenette R., Gyuk G., Hanna D., Holder J., Horan D., Hui C.M., Humensky T.B., Imran A., Kaaret P., Karlsson N., Kertzman M., Kieda D., Kildea J., Konopelko A., Krawczynski H., Krennrich F., Lang M.J., Lebohec S., Maier G., McArthur S., McCann A., McCutcheon M., Millis J., Moriarty P., Mukherjee R., Nagai T., Ong R.A., Otte A.N., Pandel D., Perkins J.S., Pizlo F., Pohl M., Quinn J., Ragan K., Reyes L.C., Reynolds P.T., Roache E., Rose H.J., Schroedter M., Sembroski G.H., Smith A.W., Steele D., Swordy S.P., Theiling M., Thibadeau S., Varlotta A., Vassiliev V.V., Vincent S., Wagner R.G., Wakely S.P., Ward J.E., Weekes T.C., Weinstein A., Weisgarber T., Williams D.A., Wissel S., Wood M., Zitzer B.",A connection between star formation activity and cosmic rays in the starburst galaxy M82,2009,Nature,168
"Funsten H.O., Allegrini F., Crew G.B., Demajistre R., Frisch P.C., Fuselier S.A., Gruntman M., Janzen P., McComas D.J., Möbius E., Randol B., Reisenfeld D.B., Roelof E.C., Schwadron N.A.",Structures and spectral variations of the outer heliosphere in IBEX energetic neutral atom maps,2009,Science,168
"Malchow S., Leventhal D.S., Nishi S., Fischer B.I., Shen L., Paner G.P., Amit A.S., Kang C., Geddes J.E., Allison J.P., Socci N.D., Savage P.A.",Aire-dependent thymic development of tumor-associated regulatory T cells,2013,Science,168
"Prinz M., Helkenwalder M., Junt T., Schwarz P., Glatzel M., Heppner F.L., Fu Y.-X., Lipp M., Aguzzi A.",Positioning of follicular dendritic cells within the spleen controls prion neuroinvasion,2003,Nature,168
"Schwadron N.A., Bzowski M., Crew G.B., Gruntman M., Fahr H., Fichtner H., Frisch P.C., Funsten H.O., Fuselier S., Heerikhuisen J., Izmodenov V., Kucharek H., Lee M., Livadiotis G., McComas D.J., Moebius E., Moore T., Mukherjee J., Pogorelov N.V., Prested C., Reisenfeld D., Roelof E., Zank G.P.",Comparison of interstellar boundary explorer observations with 3D global heliospheric models,2009,Science,168
"Vieira J.D., Marrone D.P., Chapman S.C., De Breuck C., Hezaveh Y.D., Wei A., Aguirre J.E., Aird K.A., Aravena M., Ashby M.L.N., Bayliss M., Benson B.A., Biggs A.D., Bleem L.E., Bock J.J., Bothwell M., Bradford C.M., Brodwin M., Carlstrom J.E., Chang C.L., Crawford T.M., Crites A.T., De Haan T., Dobbs M.A., Fomalont E.B., Fassnacht C.D., George E.M., Gladders M.D., Gonzalez A.H., Greve T.R., Gullberg B., Halverson N.W., High F.W., Holder G.P., Holzapfel W.L., Hoover S., Hrubes J.D., Hunter T.R., Keisler R., Lee A.T., Leitch E.M., Lueker M., Luong-Van D., Malkan M., McIntyre V., McMahon J.J., Mehl J., Menten K.M., Meyer S.S., Mocanu L.M., Murphy E.J., Natoli T., Padin S., Plagge T., Reichardt C.L., Rest A., Ruel J., Ruhl J.E., Sharon K., Schaffer K.K., Shaw L., Shirokoff E., Spilker J.S., Stalder B., Staniszewski Z., Stark A.A., Story K., Vanderlinde K., Welikala N., Williamson R.",Dusty starburst galaxies in the early Universe as revealed by gravitational lensing,2013,Nature,168
"Poggio T., Rifkin R., Mukherjee S., Niyogi P.",General conditions for predictivity in learning theory,2004,Nature,169
"Sereno P.C., Larsson H.C.E., Sidor C.A., Gado B.",The giant crocodyliform Sarcosuchus from the cretaceous of Africa,2001,Science,169
"Jang H.W., Felker D.A., Bark C.W., Wang Y., Niranjan M.K., Nelson C.T., Zhang Y., Su D., Folkman C.M., Baek S.H., Lee S., Janicka K., Zhu Y., Pan X.Q., Fong D.D., Tsymbal E.Y., Rzchowski M.S., Eom C.B.",Metallic and insulating oxide interfaces controlled by electronic correlations,2011,Science,170
"Luo G., Malkova S., Yoon J., Schultz D.G., Lin B., Meron M., Benjamin I., Vanýsek P., Schlossman M.L.",Ion distributions near a liquid liquid interface,2006,Science,170
"Netzer N., Goodenbour J.M., David A., Dittmar K.A., Jones R.B., Schneider J.R., Boone D., Eves E.M., Rosner M.R., Gibbs J.S., Embry A., Dolan B., Das S., Hickman H.D., Berglund P., Bennink J.R., Yewdell J.W., Pan T.",Innate immune and chemically triggered oxidative stress modifies translational fidelity,2009,Nature,170
"Acciari V.A., Aliu E., Arlen T., Bautista M., Beilicke M., Benbow W., Bradbury S.M., Buckley J.H., Bugaev V., Butt Y., Byrum K., Cannon A., Celik O., Cesarini A., Chow Y.C., Ciupik L., Cogan P., Cui W., Dickherber R., Fegan S.J., Finley J.P., Fortin P., Fortson L., Fumiss A., Gall D., Gillanders G.H., Grube J., Guenette R., Gyuk G., Hanna D., Holder J., Horan D., Hui C.M., Humensky T.B., Imran A., Kaaret P., Karlsson N., Kieda D., Kildea J., Konopelko A., Krawczynski H., Krennrich F., Lang M.J., LeBohec S., Maier G., McCann A., McCutcheon M., Millis J., Moriarty P., Ong R.A., Otte A.N., Pandel D., Perkins J.S., Petry D., Pohl M., Quinn J., Ragan K., Reyes L.C., Reynolds P.T., Roache E., Roache E., Rose H.J., Schroedter M., Sembroski G.H., Smith A.W., Swordy S.P., Theiling M., Toner J.A., Varlotta A., Vincent S., Wakely S.P., Ward J.E., Weekes T.C., Weinstein A., Williams D.A., Wissel S., Wood M., Waiker R.C., Davies F., Hardee P.E., Junor W., Ly C., Aharonian F., Akhperjanian A.G., Anton G., De Almeida U.B., Bazer-Bachi A.R., Becherini Y., Behera B., Bemlöhr K., Bochow A., Boisson C., Bolmont J., Borrel V., Brucker J., Brun F., Brun P., Bühler R., Bulik T., Büsching I., Boutelier T., Chadwick P.M., Charbonnier A., Chaves R.C.G., Cheesebrough A., Chounet L.-M., Clapson A.C., Coignet G., Dalton M., Daniel M.K., Davids I.D., Degrange B., Deil C., Dickinson H.J., Djannati-Ataï A., Domainko W., Drury L.O., Dubois F., Dubus G., Dyks J., Dyrda M., Egberts K., Emmanoutopoulos D., Espigat P., Famier C., Feinstein F., Fiasson A., Förster A., Fontaine G., Füßling M., Gabici S., Gallant Y.A., Gérard L., Gerbig D., Giebels B., Glicenstein J.F., Glück B., Goret P., Göhring D., Hauser D., Hauser M., Heinz S., Heinzelmann G., Henri G., Hermann G., Hinton J.A., Hoffmann A., Hofmann W., Holleran M., Hoppe S., Horns D., Jacholkowska A., De Jager O.C., Jahn C., Jung I., Katarzyriski K., Katz U., Kaufmann S., Kendziorra E., Kerschhaggl M., Khangulyan D., Khélifi B., Keogh D., Klužniak W., Kneiske T., Kbmin Nu., Kosack K., Lamanna G., Lenain J.-P., Lohse T., Marandon V., Martin J.M., Martineau-Huynh O., Marcowith A., Maurin D., McComb T.J.L., Medina M.C., Moderski R., Moulin E., Naumann-Godo M., De Naurois M., Nedbal D., Nekrassov D., Nicholas B., Niemiec J., Nolan S.J., Ohm S., Olive J.-F., De Oña Wilhelmi E., Orford K.J., Ostrowski M., Panter M., Paz Arribas M., Pedaletti G., Pelletier G., Petrucci P.-O., Pita S., Pûhlhofer G., Punch M., Quirrenbach A., Raubenheimer B.C., Raue M., Rayner S.M., Renaud M., Rieger F., Ripken J., Rob L., Rosier-Lees S., Rowell G., Rudak B., Rulten C.B., Ruppel J., Sahakian V., Santangelo A., Schlickeiser R., Schock F.M., Schröder R., Schwanke U., Schwarzburg S., Schwemmer S., Shalchi A., Sikora M., Skilton J.L., Sol H., Spangler D., Stawarz L., Steenkamp R., Stegmann C., Stinzing F., Superina G., Szostek A., Tam P.H., Tavemet J.-P., Terrier R., Tibolla O., Tluczykont M., Van Eldik C., Vasileiadis G., Venter C., Venter L., Vialle J.P., Vincent P., Vivier M., Volk H.J., Volpe F., Wagner S.J., Ward M., Zdziarski A.A., Zech A., Anderhub H., Antonelli L.A., Antoranz P., Backes M., Baixeras C., Balestra S., Barrio J.A., Bastieri D., Becerra Gonzalez J., Becker J.K., Bednarek W., Berger K., Bernardini E., Biland A., Bock R.K., Bonnoli G., Bordas P., Tridon D.B., Bosch-Ramon V., Bose D., Braun I., Bretz T., Britvitch I., Camara M., Carmona E., Commichau S., Contreras J.L., Cortina J., Costado M.T., Covino S., Curtef V., Dazzi F., De Angelis A., De Cea Del Pozo E., Mendez C.D., De Los Reyes R., De Lotto B., De Maria M., De Sabata F., Dominguez A., Dorner D., Dora M., Elsaesser D., Errando M., Ferenc D., Fernández E., Firpo R., Fonseca M.V., Font L., Galante N., López R.J.G., Garczarczyk M., Gaug M., Goebel F., Hadasch D., Hayashida M., Herrero A., Hildebrand D., Höhne-Mönch D., Hose J., Hsu C.C., Jogler T., Kranich D., La Barbera A., Laille A., Leonardo E., Lindfors E., Lombardi S., Longo F., López M., Lorenz E., Majumdar P., Maneva G., Mankuzhiyil N., Mannheim K., Maraschi L., Mariotti M., Martinez M., Mazin D., Meucci M., Miranda J.M., Mirzoyan R., Miyamoto H., Moldón J., Moles M., Moraleja A., Nieto D., Nilsson K., Ninkovic J., Oya I., Paoletti R., Paredes J.M., Pasanen M., Pascoli D., Pauss F., Pegna R.G., Perez-Torres M.A., Persic M., Peruzzo L., Prada F., Prandini E., Puchades N., Reichardt I., Rhode W., Ribo M., Rico J., Rissi M., Robert A., Rügamer S., Saggion A., Salto T.Y., Salvati M., Sanchez-Conde M., Satalecka K., Scalzotto V., Scapin V., Schweizer T., Shayduk M., Shore S.N., Sidro N., Sierpowska-Bartosik A., Sillanpää A., Sitarek J., Sobczynska D., Spanier F., Stamerra A., Stark L.S., Takalo L., Tavecchio F., Temnikov P., Tescaro D., Teshima M., Torres D.F., Turini N., Vankov H., Wagner R.M., Zabalza V., Zandanel F., Zanin R., Zapatera J.",Radio imaging of the very-high-energy γ-ray emission region in the central engine of a radio galaxy,2009,Science,171
"Albertin C.B., Simakov O., Mitros T., Wang Z.Y., Pungor J.R., Edsinger-Gonzales E., Brenner S., Ragsdale C.W., Rokhsar D.S.",The octopus genome and the evolution of cephalopod neural and morphological novelties,2015,Nature,171
"Sistla S.A., Moore J.C., Simpson R.T., Gough L., Shaver G.R., Schimel J.P.",Long-term warming restructures Arctic tundra without changing net soil carbon storage,2013,Nature,171
"Gilbert J.A., Quinn R.A., Debelius J., Xu Z.Z., Morton J., Garg N., Jansson J.K., Dorrestein P.C., Knight R.",Microbiome-wide association studies link dynamic microbial consortia to disease,2016,Nature,173
"Lunin V.V., Dobrovetsky E., Khutoreskaya G., Zhang R., Joachimiak A., Doyle D.A., Bochkarev A., Maguire M.E., Edwards A.M., Koth C.M.",Crystal structure of the CorA Mg2+ transporter,2006,Nature,173
"Fica S.M., Tuttle N., Novak T., Li N.-S., Lu J., Koodathingal P., Dai Q., Staley J.P., Piccirilli J.A.",RNA catalyses nuclear pre-mRNA splicing,2013,Nature,174
"Dauphas N., Van Zuilen M., Wadhwa M., Davis A.M., Marty B., Janney P.E.",Clues from Fe isotope variations on the origin of early Archean BIFs from Greenland,2004,Science,175
"Gentner T.Q., Margoliash D.",Neuronal populations and single cells representing learned auditory objects,2003,Nature,175
"Sanchez S.E., Petrillo E., Beckwith E.J., Zhang X., Rugnone M.L., Hernando C.E., Cuevas J.C., Godoy Herz M.A., Depetris-Chauvin A., Simpson C.G., Brown J.W.S., Cerdán P.D., Borevitz J.O., Mas P., Ceriani M.F., Kornblihtt A.R., Yanovsky M.J.",A methyl transferase links the circadian clock to the regulation of alternative splicing,2010,Nature,175
"Makova K.D., Li W.-H.",Strong male-driven evolution of DNA sequences in humans and apes,2002,Nature,176
"Božin E.S., Malliakas C.D., Souvatzis P., Proffen T., Spaldin N.A., Kanatzidis M.G., Billinge S.J.L.",Entropically stabilized local dipole formation in lead chalcogenides,2010,Science,178
"DeVries S.H., Schwartz E.A.",Kainate receptors mediate synaptic transmission between cones and 'Off' bipolar cells in a mammalian retina,1999,Nature,179
"Menting J.G., Whittaker J., Margetts M.B., Whittaker L.J., Kong G.K.-W., Smith B.J., Watson C.J., Žáková L., Kletvíková E., Jiráček J., Chan S.J., Steiner D.F., Dodson G.G., Brzozowski A.M., Weiss M.A., Ward C.W., Lawrence M.C.",How insulin engages its primary binding site on the insulin receptor,2013,Nature,179
"Sereno P.C., Beck A.L., Dutheil D.B., Larsson H.C.E., Lyon G.H., Moussa B., Sadleir R.W., Sidor C.A., Varricchio D.J., Wilson G.P., Wilson J.A.",Cretaceous sauropods from the sahara and the uneven rate of skeletal evolution among dinosaurs,1999,Science,180
"Cuello L.G., Jogini V., Cortes D.M., Pan A.C., Gagnon D.G., Dalmas O., Cordero-Morales J.F., Chakrapani S., Roux B., Perozo E.",Structural basis for the coupling between activation and inactivation gates in K+ channels,2010,Nature,181
"Spahn F., Schmidt J., Albers N., Hörning M., Makuch M., Seiß M., Kempf S., Srama R., Dikarev V., Helfert S., Moragas-Klostermeyer G., Krivov A.V., Sremčević M., Tuzzolino A.J., Economou T., Grün E.",Cassini dust measurement at Enceladus and implications for the origin of the E ring,2006,Science,181
"Krasilnikov A.S., Yang X., Pan T., Mondragón A.",Crystal structure of the specificity domain of ribonuclease P,2003,Nature,183
"Rowe M.L., Goldin-Meadow S.",Differences in early gesture explain SES disparities in child vocabulary size at school entry,2009,Science,185
"Dennis M.S., Elgenbrot C., Skelton N.J., Ultsch M.H., Santell L., Dwyer M.A., O'Connell M.P., Lazarus R.A.",Peptide exosite inhibitors of factor VIIa as anticoagulants,2000,Nature,186
